"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Maryland"	"24"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	10	2478012	Unreliable
	"Maryland"	"24"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	18	2478012	Unreliable
	"Maryland"	"24"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	14	2478012	Unreliable
	"Maryland"	"24"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	53	2478012	2.1
	"Maryland"	"24"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with coma"	"E14.0"	10	2478012	Unreliable
	"Maryland"	"24"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	87	2478012	3.5
	"Maryland"	"24"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	70	2478012	2.8
	"Maryland"	"24"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	29	2478012	1.2
	"Maryland"	"24"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	15	2478012	Unreliable
	"Maryland"	"24"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	346	2478012	14.0
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	35	5990247	0.6
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	41	5990247	0.7
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	39	5990247	0.7
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	29	5990247	0.5
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	25	5990247	0.4
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	200	5990247	3.3
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	46	5854968	0.8
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	14	5854968	Unreliable
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	79	5854968	1.3
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	95	5854968	1.6
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	49	5854968	0.8
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	29	5854968	0.5
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	17	5854968	Unreliable
	"Maryland"	"24"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	366	5854968	6.3
	"Maryland"	"24"	"55-64 years"	"55-64"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	16	416915	Unreliable
	"Maryland"	"24"	"55-64 years"	"55-64"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	39	357379	10.9
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	36	2236062	1.6
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	43	2236062	1.9
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	12	2236062	Unreliable
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	90	2236062	4.0
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	30	2236062	1.3
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	107	2236062	4.8
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	64	2236062	2.9
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	25	2236062	1.1
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	539	2236062	24.1
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	22	1760097	1.2
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	58	1760097	3.3
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	10	1760097	Unreliable
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	12	1760097	Unreliable
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	153	1760097	8.7
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	62	1760097	3.5
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	131	1760097	7.4
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	88	1760097	5.0
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	38	1760097	2.2
	"Maryland"	"24"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	656	1760097	37.3
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	15	5065865	Unreliable
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	55	5065865	1.1
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	32	5065865	0.6
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	14	5065865	Unreliable
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	133	5065865	2.6
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	35	5065865	0.7
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	96	5065865	1.9
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	70	5065865	1.4
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	14	5065865	Unreliable
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	496	5065865	9.8
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	17	4851013	Unreliable
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	14	4851013	Unreliable
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	77	4851013	1.6
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	44	4851013	0.9
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	22	4851013	0.5
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	11	4851013	Unreliable
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	221	4851013	4.6
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	53	4851013	1.1
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	135	4851013	2.8
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	106	4851013	2.2
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	35	4851013	0.7
	"Maryland"	"24"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	872	4851013	18.0
	"Maryland"	"24"	"65-74 years"	"65-74"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	49	245643	19.9
	"Maryland"	"24"	"65-74 years"	"65-74"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	11	211151	Unreliable
	"Maryland"	"24"	"65-74 years"	"65-74"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	46	211151	21.8
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	30	1300603	2.3
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	64	1300603	4.9
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	14	1300603	Unreliable
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	150	1300603	11.5
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	27	1300603	2.1
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	166	1300603	12.8
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	107	1300603	8.2
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	40	1300603	3.1
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	784	1300603	60.3
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	25	931780	2.7
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	73	931780	7.8
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	30	931780	3.2
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	11	931780	Unreliable
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	167	931780	17.9
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	31	931780	3.3
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	202	931780	21.7
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	110	931780	11.8
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	39	931780	4.2
	"Maryland"	"24"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	764	931780	82.0
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	13	3385980	Unreliable
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	74	3385980	2.2
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	69	3385980	2.0
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	27	3385980	0.8
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	10	3385980	Unreliable
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	209	3385980	6.2
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	24	3385980	0.7
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	163	3385980	4.8
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	129	3385980	3.8
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	30	3385980	0.9
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	875	3385980	25.8
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	11	2982339	Unreliable
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	10	2982339	Unreliable
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	66	2982339	2.2
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	87	2982339	2.9
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	38	2982339	1.3
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	19	2982339	Unreliable
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	350	2982339	11.7
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	40	2982339	1.3
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	213	2982339	7.1
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with neurological complications"	"E14.4"	10	2982339	Unreliable
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	176	2982339	5.9
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	40	2982339	1.3
	"Maryland"	"24"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1273	2982339	42.7
	"Maryland"	"24"	"75-84 years"	"75-84"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	11	115633	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	16	115633	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	66	115633	57.1
	"Maryland"	"24"	"75-84 years"	"75-84"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	15	90669	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	17	90669	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	54	90669	59.6
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	36	651056	5.5
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	66	651056	10.1
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	37	651056	5.7
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	200	651056	30.7
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	18	651056	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	174	651056	26.7
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	154	651056	23.7
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	33	651056	5.1
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	879	651056	135.0
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	23	392314	5.9
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	66	392314	16.8
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	19	392314	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	11	392314	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	156	392314	39.8
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	10	392314	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	167	392314	42.6
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	94	392314	24.0
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	25	392314	6.4
	"Maryland"	"24"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	573	392314	146.1
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	16	2261604	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	15	2261604	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	104	2261604	4.6
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	81	2261604	3.6
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	45	2261604	2.0
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	18	2261604	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	400	2261604	17.7
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	34	2261604	1.5
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	251	2261604	11.1
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with neurological complications"	"E14.4"	13	2261604	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	196	2261604	8.7
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	22	2261604	1.0
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	38	2261604	1.7
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1513	2261604	66.9
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	12	1611955	Unreliable
