"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2015"	"2015"	"North Carolina"	"37"	2746	10042802	27.3
	"2015"	"2015"	"North Dakota"	"38"	195	756927	25.8
	"2015"	"2015"	"Ohio"	"39"	3645	11613423	31.4
	"2015"	"2015"	"Oklahoma"	"40"	1442	3911338	36.9
	"2015"	"2015"	"Oregon"	"41"	1148	4028977	28.5
	"2015"	"2015"	"Pennsylvania"	"42"	3777	12802503	29.5
	"2015"	"2015"	"Rhode Island"	"44"	276	1056298	26.1
	"2015"	"2015"	"South Carolina"	"45"	1347	4896146	27.5
	"2015"	"2015"	"South Dakota"	"46"	282	858469	32.8
	"2015"	"2015"	"Tennessee"	"47"	1798	6600299	27.2
	"2015"	"2015"	"Texas"	"48"	5521	27469114	20.1
	"2015"	"2015"	"Utah"	"49"	604	2995919	20.2
	"2015"	"2015"	"Vermont"	"50"	159	626042	25.4
	"2015"	"2015"	"Virginia"	"51"	2044	8382993	24.4
	"2015"	"2015"	"Washington"	"53"	1811	7170351	25.3
	"2015"	"2015"	"West Virginia"	"54"	784	1844128	42.5
	"2015"	"2015"	"Wisconsin"	"55"	1382	5771337	23.9
	"2015"	"2015"	"Wyoming"	"56"	136	586107	23.2
	"2016"	"2016"	"Alabama"	"01"	1183	4863300	24.3
	"2016"	"2016"	"Alaska"	"02"	124	741894	16.7
	"2016"	"2016"	"Arizona"	"04"	2025	6931071	29.2
	"2016"	"2016"	"Arkansas"	"05"	920	2988248	30.8
	"2016"	"2016"	"California"	"06"	9124	39250017	23.2
	"2016"	"2016"	"Colorado"	"08"	938	5540545	16.9
	"2016"	"2016"	"Connecticut"	"09"	699	3576452	19.5
	"2016"	"2016"	"Delaware"	"10"	203	952065	21.3
	"2016"	"2016"	"District of Columbia"	"11"	127	681170	18.6
	"2016"	"2016"	"Florida"	"12"	5782	20612439	28.1
	"2016"	"2016"	"Georgia"	"13"	2238	10310371	21.7
	"2016"	"2016"	"Hawaii"	"15"	285	1428557	20.0
	"2016"	"2016"	"Idaho"	"16"	375	1683140	22.3
	"2016"	"2016"	"Illinois"	"17"	2781	12801539	21.7
	"2016"	"2016"	"Indiana"	"18"	1992	6633053	30.0
	"2016"	"2016"	"Iowa"	"19"	847	3134693	27.0
	"2016"	"2016"	"Kansas"	"20"	727	2907289	25.0
	"2016"	"2016"	"Kentucky"	"21"	1479	4436974	33.3
	"2016"	"2016"	"Louisiana"	"22"	1324	4681666	28.3
	"2016"	"2016"	"Maine"	"23"	463	1331479	34.8
	"2016"	"2016"	"Maryland"	"24"	1358	6016447	22.6
	"2016"	"2016"	"Massachusetts"	"25"	1268	6811779	18.6
	"2016"	"2016"	"Michigan"	"26"	2672	9928300	26.9
	"2016"	"2016"	"Minnesota"	"27"	1265	5519952	22.9
	"2016"	"2016"	"Mississippi"	"28"	1084	2988726	36.3
	"2016"	"2016"	"Missouri"	"29"	1508	6093000	24.7
	"2016"	"2016"	"Montana"	"30"	311	1042520	29.8
	"2016"	"2016"	"Nebraska"	"31"	501	1907116	26.3
	"2016"	"2016"	"Nevada"	"32"	580	2940058	19.7
	"2016"	"2016"	"New Hampshire"	"33"	316	1334795	23.7
	"2016"	"2016"	"New Jersey"	"34"	1949	8944469	21.8
	"2016"	"2016"	"New Mexico"	"35"	678	2081015	32.6
	"2016"	"2016"	"New York"	"36"	4038	19745289	20.5
	"2016"	"2016"	"North Carolina"	"37"	2811	10146788	27.7
	"2016"	"2016"	"North Dakota"	"38"	171	757952	22.6
	"2016"	"2016"	"Ohio"	"39"	3568	11614373	30.7
	"2016"	"2016"	"Oklahoma"	"40"	1393	3923561	35.5
	"2016"	"2016"	"Oregon"	"41"	1240	4093465	30.3
	"2016"	"2016"	"Pennsylvania"	"42"	3560	12784227	27.8
	"2016"	"2016"	"Rhode Island"	"44"	239	1056426	22.6
	"2016"	"2016"	"South Carolina"	"45"	1369	4961119	27.6
	"2016"	"2016"	"South Dakota"	"46"	253	865454	29.2
	"2016"	"2016"	"Tennessee"	"47"	1883	6651194	28.3
	"2016"	"2016"	"Texas"	"48"	5470	27862596	19.6
	"2016"	"2016"	"Utah"	"49"	624	3051217	20.5
	"2016"	"2016"	"Vermont"	"50"	166	624594	26.6
	"2016"	"2016"	"Virginia"	"51"	2062	8411808	24.5
	"2016"	"2016"	"Washington"	"53"	1673	7288000	23.0
	"2016"	"2016"	"West Virginia"	"54"	860	1831102	47.0
	"2016"	"2016"	"Wisconsin"	"55"	1440	5778708	24.9
	"2016"	"2016"	"Wyoming"	"56"	112	585501	19.1
	"2017"	"2017"	"Alabama"	"01"	1173	4874747	24.1
	"2017"	"2017"	"Alaska"	"02"	130	739795	17.6
	"2017"	"2017"	"Arizona"	"04"	2054	7016270	29.3
	"2017"	"2017"	"Arkansas"	"05"	1180	3004279	39.3
	"2017"	"2017"	"California"	"06"	9595	39536653	24.3
	"2017"	"2017"	"Colorado"	"08"	1017	5607154	18.1
	"2017"	"2017"	"Connecticut"	"09"	694	3588184	19.3
	"2017"	"2017"	"Delaware"	"10"	244	961939	25.4
	"2017"	"2017"	"District of Columbia"	"11"	138	693972	19.9
	"2017"	"2017"	"Florida"	"12"	6172	20984400	29.4
	"2017"	"2017"	"Georgia"	"13"	2348	10429379	22.5
	"2017"	"2017"	"Hawaii"	"15"	299	1427538	20.9
	"2017"	"2017"	"Idaho"	"16"	394	1716943	22.9
	"2017"	"2017"	"Illinois"	"17"	2927	12802023	22.9
	"2017"	"2017"	"Indiana"	"18"	2096	6666818	31.4
	"2017"	"2017"	"Iowa"	"19"	918	3145711	29.2
	"2017"	"2017"	"Kansas"	"20"	874	2913123	30.0
	"2017"	"2017"	"Kentucky"	"21"	1474	4454189	33.1
	"2017"	"2017"	"Louisiana"	"22"	1272	4684333	27.2
	"2017"	"2017"	"Maine"	"23"	395	1335907	29.6
	"2017"	"2017"	"Maryland"	"24"	1439	6052177	23.8
	"2017"	"2017"	"Massachusetts"	"25"	1321	6859819	19.3
	"2017"	"2017"	"Michigan"	"26"	2798	9962311	28.1
	"2017"	"2017"	"Minnesota"	"27"	1312	5576606	23.5
	"2017"	"2017"	"Mississippi"	"28"	1164	2984100	39.0
	"2017"	"2017"	"Missouri"	"29"	1605	6113532	26.3
	"2017"	"2017"	"Montana"	"30"	292	1050493	27.8
	"2017"	"2017"	"Nebraska"	"31"	575	1920076	29.9
	"2017"	"2017"	"Nevada"	"32"	609	2998039	20.3
	"2017"	"2017"	"New Hampshire"	"33"	340	1342795	25.3
	"2017"	"2017"	"New Jersey"	"34"	1908	9005644	21.2
	"2017"	"2017"	"New Mexico"	"35"	673	2088070	32.2
	"2017"	"2017"	"New York"	"36"	4176	19849399	21.0
	"2017"	"2017"	"North Carolina"	"37"	2903	10273419	28.3
	"2017"	"2017"	"North Dakota"	"38"	194	755393	25.7
	"2017"	"2017"	"Ohio"	"39"	3740	11658609	32.1
	"2017"	"2017"	"Oklahoma"	"40"	1398	3930864	35.6
	"2017"	"2017"	"Oregon"	"41"	1243	4142776	30.0
	"2017"	"2017"	"Pennsylvania"	"42"	3704	12805537	28.9
	"2017"	"2017"	"Rhode Island"	"44"	275	1059639	26.0
	"2017"	"2017"	"South Carolina"	"45"	1535	5024369	30.6
	"2017"	"2017"	"South Dakota"	"46"	263	869666	30.2
	"2017"	"2017"	"Tennessee"	"47"	1915	6715984	28.5
	"2017"	"2017"	"Texas"	"48"	5832	28304596	20.6
	"2017"	"2017"	"Utah"	"49"	596	3101833	19.2
	"2017"	"2017"	"Vermont"	"50"	163	623657	26.1
	"2017"	"2017"	"Virginia"	"51"	1967	8470020	23.2
	"2017"	"2017"	"Washington"	"53"	1812	7405743	24.5
	"2017"	"2017"	"West Virginia"	"54"	864	1815857	47.6
	"2017"	"2017"	"Wisconsin"	"55"	1433	5795483	24.7
	"2017"	"2017"	"Wyoming"	"56"	121	579315	20.9
	"2018"	"2018"	"Alabama"	"01"	1176	4887871	24.1
	"2018"	"2018"	"Alaska"	"02"	122	737438	16.5
	"2018"	"2018"	"Arizona"	"04"	2046	7171646	28.5
	"2018"	"2018"	"Arkansas"	"05"	1194	3013825	39.6
	"2018"	"2018"	"California"	"06"	9506	39557045	24.0
	"2018"	"2018"	"Colorado"	"08"	974	5695564	17.1
	"2018"	"2018"	"Connecticut"	"09"	708	3572665	19.8
	"2018"	"2018"	"Delaware"	"10"	238	967171	24.6
	"2018"	"2018"	"District of Columbia"	"11"	144	702455	20.5
	"2018"	"2018"	"Florida"	"12"	6204	21299325	29.1
	"2018"	"2018"	"Georgia"	"13"	2471	10519475	23.5
	"2018"	"2018"	"Hawaii"	"15"	316	1420491	22.2
	"2018"	"2018"	"Idaho"	"16"	408	1754208	23.3
	"2018"	"2018"	"Illinois"	"17"	2878	12741080	22.6
	"2018"	"2018"	"Indiana"	"18"	2093	6691878	31.3
	"2018"	"2018"	"Iowa"	"19"	898	3156145	28.5
	"2018"	"2018"	"Kansas"	"20"	803	2911505	27.6
	"2018"	"2018"	"Kentucky"	"21"	1506	4468402	33.7
	"2018"	"2018"	"Louisiana"	"22"	1457	4659978	31.3
	"2018"	"2018"	"Maine"	"23"	478	1338404	35.7
	"2018"	"2018"	"Maryland"	"24"	1419	6042718	23.5
	"2018"	"2018"	"Massachusetts"	"25"	1391	6902149	20.2
	"2018"	"2018"	"Michigan"	"26"	2824	9995915	28.3
	"2018"	"2018"	"Minnesota"	"27"	1308	5611179	23.3
	"2018"	"2018"	"Mississippi"	"28"	1074	2986530	36.0
	"2018"	"2018"	"Missouri"	"29"	1606	6126452	26.2
	"2018"	"2018"	"Montana"	"30"	267	1062305	25.1
	"2018"	"2018"	"Nebraska"	"31"	596	1929268	30.9
	"2018"	"2018"	"Nevada"	"32"	674	3034392	22.2
	"2018"	"2018"	"New Hampshire"	"33"	319	1356458	23.5
	"2018"	"2018"	"New Jersey"	"34"	1880	8908520	21.1
	"2018"	"2018"	"New Mexico"	"35"	685	2095428	32.7
	"2018"	"2018"	"New York"	"36"	4519	19542209	23.1
	"2018"	"2018"	"North Carolina"	"37"	3013	10383620	29.0
	"2018"	"2018"	"North Dakota"	"38"	214	760077	28.2
	"2018"	"2018"	"Ohio"	"39"	3845	11689442	32.9
	"2018"	"2018"	"Oklahoma"	"40"	1340	3943079	34.0
	"2018"	"2018"	"Oregon"	"41"	1224	4190713	29.2
	"2018"	"2018"	"Pennsylvania"	"42"	3603	12807060	28.1
	"2018"	"2018"	"Rhode Island"	"44"	249	1057315	23.6
	"2018"	"2018"	"South Carolina"	"45"	1580	5084127	31.1
	"2018"	"2018"	"South Dakota"	"46"	252	882235	28.6
	"2018"	"2018"	"Tennessee"	"47"	2023	6770010	29.9
	"2018"	"2018"	"Texas"	"48"	5991	28701845	20.9
	"2018"	"2018"	"Utah"	"49"	629	3161105	19.9
	"2018"	"2018"	"Vermont"	"50"	156	626299	24.9
	"2018"	"2018"	"Virginia"	"51"	2286	8517685	26.8
	"2018"	"2018"	"Washington"	"53"	1779	7535591	23.6
	"2018"	"2018"	"West Virginia"	"54"	927	1805832	51.3
	"2018"	"2018"	"Wisconsin"	"55"	1508	5813568	25.9
	"2018"	"2018"	"Wyoming"	"56"	145	577737	25.1
	"2019"	"2019"	"Alabama"	"01"	1224	4903185	25.0
	"2019"	"2019"	"Alaska"	"02"	111	731545	15.2
	"2019"	"2019"	"Arizona"	"04"	2173	7278717	29.9
	"2019"	"2019"	"Arkansas"	"05"	1144	3017804	37.9
	"2019"	"2019"	"California"	"06"	9854	39512223	24.9
	"2019"	"2019"	"Colorado"	"08"	1046	5758736	18.2
	"2019"	"2019"	"Connecticut"	"09"	761	3565287	21.3
	"2019"	"2019"	"Delaware"	"10"	267	973764	27.4
	"2019"	"2019"	"District of Columbia"	"11"	128	705749	18.1
	"2019"	"2019"	"Florida"	"12"	6174	21477737	28.7
	"2019"	"2019"	"Georgia"	"13"	2375	10617423	22.4
	"2019"	"2019"	"Hawaii"	"15"	311	1415872	22.0
	"2019"	"2019"	"Idaho"	"16"	422	1787065	23.6
	"2019"	"2019"	"Illinois"	"17"	2825	12671821	22.3
	"2019"	"2019"	"Indiana"	"18"	2045	6732219	30.4
	"2019"	"2019"	"Iowa"	"19"	861	3155070	27.3
	"2019"	"2019"	"Kansas"	"20"	884	2913314	30.3
	"2019"	"2019"	"Kentucky"	"21"	1611	4467673	36.1
	"2019"	"2019"	"Louisiana"	"22"	1458	4648794	31.4
	"2019"	"2019"	"Maine"	"23"	477	1344212	35.5
	"2019"	"2019"	"Maryland"	"24"	1514	6045680	25.0
	"2019"	"2019"	"Massachusetts"	"25"	1383	6892503	20.1
	"2019"	"2019"	"Michigan"	"26"	2916	9986857	29.2
	"2019"	"2019"	"Minnesota"	"27"	1404	5639632	24.9
	"2019"	"2019"	"Mississippi"	"28"	1159	2976149	38.9
	"2019"	"2019"	"Missouri"	"29"	1658	6137428	27.0
	"2019"	"2019"	"Montana"	"30"	282	1068778	26.4
	"2019"	"2019"	"Nebraska"	"31"	540	1934408	27.9
	"2019"	"2019"	"Nevada"	"32"	836	3080156	27.1
	"2019"	"2019"	"New Hampshire"	"33"	363	1359711	26.7
	"2019"	"2019"	"New Jersey"	"34"	1934	8882190	21.8
	"2019"	"2019"	"New Mexico"	"35"	673	2096829	32.1
	"2019"	"2019"	"New York"	"36"	4564	19453561	23.5
	"2019"	"2019"	"North Carolina"	"37"	3124	10488084	29.8
	"2019"	"2019"	"North Dakota"	"38"	183	762062	24.0
	"2019"	"2019"	"Ohio"	"39"	3873	11689100	33.1
	"2019"	"2019"	"Oklahoma"	"40"	1306	3956971	33.0
	"2019"	"2019"	"Oregon"	"41"	1266	4217737	30.0
	"2019"	"2019"	"Pennsylvania"	"42"	3654	12801989	28.5
	"2019"	"2019"	"Rhode Island"	"44"	265	1059361	25.0
	"2019"	"2019"	"South Carolina"	"45"	1610	5148714	31.3
	"2019"	"2019"	"South Dakota"	"46"	287	884659	32.4
	"2019"	"2019"	"Tennessee"	"47"	2161	6829174	31.6
	"2019"	"2019"	"Texas"	"48"	6889	28995881	23.8
	"2019"	"2019"	"Utah"	"49"	692	3205958	21.6
	"2019"	"2019"	"Vermont"	"50"	136	623989	21.8
	"2019"	"2019"	"Virginia"	"51"	2350	8535519	27.5
	"2019"	"2019"	"Washington"	"53"	1842	7614893	24.2
	"2019"	"2019"	"West Virginia"	"54"	952	1792147	53.1
	"2019"	"2019"	"Wisconsin"	"55"	1548	5822434	26.6
	"2019"	"2019"	"Wyoming"	"56"	132	578759	22.8
	"2020 "	"2020"	"Alabama"	"01"	1450	4921532	29.5
	"2020 "	"2020"	"Alaska"	"02"	174	731158	23.8
	"2020 "	"2020"	"Arizona"	"04"	2566	7421401	34.6
	"2020 "	"2020"	"Arkansas"	"05"	1306	3030522	43.1
	"2020 "	"2020"	"California"	"06"	11642	39368078	29.6
	"2020 "	"2020"	"Colorado"	"08"	1168	5807719	20.1
	"2020 "	"2020"	"Connecticut"	"09"	861	3557006	24.2
	"2020 "	"2020"	"Delaware"	"10"	326	986809	33.0
	"2020 "	"2020"	"District of Columbia"	"11"	173	712816	24.3
	"2020 "	"2020"	"Florida"	"12"	7528	21733312	34.6
	"2020 "	"2020"	"Georgia"	"13"	2833	10710017	26.5
	"2020 "	"2020"	"Hawaii"	"15"	339	1407006	24.1
	"2020 "	"2020"	"Idaho"	"16"	488	1826913	26.7
	"2020 "	"2020"	"Illinois"	"17"	3485	12587530	27.7
	"2020 "	"2020"	"Indiana"	"18"	2446	6754953	36.2
	"2020 "	"2020"	"Iowa"	"19"	1047	3163561	33.1
	"2020 "	"2020"	"Kansas"	"20"	1041	2913805	35.7
	"2020 "	"2020"	"Kentucky"	"21"	1549	4477251	34.6
	"2020 "	"2020"	"Louisiana"	"22"	1843	4645318	39.7
	"2020 "	"2020"	"Maine"	"23"	501	1350141	37.1
	"2020 "	"2020"	"Maryland"	"24"	1784	6055802	29.5
	"2020 "	"2020"	"Massachusetts"	"25"	1557	6893574	22.6
	"2020 "	"2020"	"Michigan"	"26"	3399	9966555	34.1
	"2020 "	"2020"	"Minnesota"	"27"	1493	5657342	26.4
	"2020 "	"2020"	"Mississippi"	"28"	1460	2966786	49.2
	"2020 "	"2020"	"Missouri"	"29"	1844	6151548	30.0
	"2020 "	"2020"	"Montana"	"30"	342	1080577	31.6
	"2020 "	"2020"	"Nebraska"	"31"	624	1937552	32.2
	"2020 "	"2020"	"Nevada"	"32"	904	3138259	28.8
	"2020 "	"2020"	"New Hampshire"	"33"	364	1366275	26.6
	"2020 "	"2020"	"New Jersey"	"34"	2443	8882371	27.5
	"2020 "	"2020"	"New Mexico"	"35"	793	2106319	37.6
	"2020 "	"2020"	"New York"	"36"	5410	19336776	28.0
	"2020 "	"2020"	"North Carolina"	"37"	3554	10600823	33.5
	"2020 "	"2020"	"North Dakota"	"38"	225	765309	29.4
	"2020 "	"2020"	"Ohio"	"39"	4382	11693217	37.5
	"2020 "	"2020"	"Oklahoma"	"40"	1552	3980783	39.0
	"2020 "	"2020"	"Oregon"	"41"	1364	4241507	32.2
	"2020 "	"2020"	"Pennsylvania"	"42"	4250	12783254	33.2
	"2020 "	"2020"	"Rhode Island"	"44"	331	1057125	31.3
	"2020 "	"2020"	"South Carolina"	"45"	1943	5218040	37.2
	"2020 "	"2020"	"South Dakota"	"46"	329	892717	36.9
	"2020 "	"2020"	"Tennessee"	"47"	2590	6886834	37.6
	"2020 "	"2020"	"Texas"	"48"	7990	29360759	27.2
	"2020 "	"2020"	"Utah"	"49"	778	3249879	23.9
	"2020 "	"2020"	"Vermont"	"50"	153	623347	24.5
	"2020 "	"2020"	"Virginia"	"51"	2585	8590563	30.1
	"2020 "	"2020"	"Washington"	"53"	2072	7693612	26.9
	"2020 "	"2020"	"West Virginia"	"54"	1075	1784787	60.2
	"2020 "	"2020"	"Wisconsin"	"55"	1684	5832655	28.9
	"2020 "	"2020"	"Wyoming"	"56"	148	582328	25.4
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"ICD-10 Codes: E10-E14 (Diabetes mellitus)"
"Group By: Year; State"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: May 4, 2022 9:32:58 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files, 1999-2020, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on May 4, 2022 9:32:58 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
